MNTN_CODE,MNTN_NM,MNTN_LOC,MNTN_HEIGHT,ROAD_EASY,ROAD_MID,ROAD_DIFF,ROAD_SUM,MNTN_RES
483106101,국사봉,경상남도 거제 옥포일동,728,23.85,0,0,23.85,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt> </crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt> </crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson> </hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000424458</mntnattchimageseq><mntnid>20001250</mntnid><mntninfodscrt> </mntninfodscrt><mntninfodtlinfocont>신현읍 수월과 옥포 뒷산으로 옥포만을 굽어보고 있는 국사봉은 조정의 신하가 조복을 입고 조아리고 있는 모습과도 같다하여 국사봉이라 하며, 해발 464m의 이 산은 두개의 봉우리가 서로 마주하고 있는 장군봉과 산밑에는 장군발터가 있고 신선대 바위가 우뚝 솟아 있다. &amp;lt;br /&amp;gt;이산에 오르면 대우조선과 옥포만 그리고, 고현과 연초가 한눈에 내려다보인다. 계룡산,대금산, 앵산, 옥녀봉이 이 산을 감싸고 있는 듯하고 멀리 한려수도의 물굽이 따라 펼쳐진 산과 바다는 절경이다. &amp;lt;br /&amp;gt;특히 이 산은 임진왜란 때 왜적의 동태를 살피던 망산 역할을 했으며 수월계곡의 맑은 물과 봄에는 철쭉꽃으로 장관을 이루며, 산두룹, 산딸기, 산어름, 표고버섯 등 희귀한 산채가 많다.</mntninfodtlinfocont><mntninfohght>728</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>경상남도 거제 옥포일동</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>국사봉</mntnnm><mntnsbttlinfo> </mntnsbttlinfo><pbtrninfodscrt> </pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
487200601,국사봉,경상남도 거제 옥포일동,728,9.12,0.18,0,9.299999999999999,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt> </crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt> </crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson> </hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000424458</mntnattchimageseq><mntnid>20001250</mntnid><mntninfodscrt> </mntninfodscrt><mntninfodtlinfocont>신현읍 수월과 옥포 뒷산으로 옥포만을 굽어보고 있는 국사봉은 조정의 신하가 조복을 입고 조아리고 있는 모습과도 같다하여 국사봉이라 하며, 해발 464m의 이 산은 두개의 봉우리가 서로 마주하고 있는 장군봉과 산밑에는 장군발터가 있고 신선대 바위가 우뚝 솟아 있다. &amp;lt;br /&amp;gt;이산에 오르면 대우조선과 옥포만 그리고, 고현과 연초가 한눈에 내려다보인다. 계룡산,대금산, 앵산, 옥녀봉이 이 산을 감싸고 있는 듯하고 멀리 한려수도의 물굽이 따라 펼쳐진 산과 바다는 절경이다. &amp;lt;br /&amp;gt;특히 이 산은 임진왜란 때 왜적의 동태를 살피던 망산 역할을 했으며 수월계곡의 맑은 물과 봄에는 철쭉꽃으로 장관을 이루며, 산두룹, 산딸기, 산어름, 표고버섯 등 희귀한 산채가 많다.</mntninfodtlinfocont><mntninfohght>728</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>경상남도 거제 옥포일동</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>국사봉</mntnnm><mntnsbttlinfo> </mntnsbttlinfo><pbtrninfodscrt> </pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
488800501,국사봉,경상남도 거제 옥포일동,728,7.940000000000001,0,0,7.940000000000001,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt> </crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt> </crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson> </hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000424458</mntnattchimageseq><mntnid>20001250</mntnid><mntninfodscrt> </mntninfodscrt><mntninfodtlinfocont>신현읍 수월과 옥포 뒷산으로 옥포만을 굽어보고 있는 국사봉은 조정의 신하가 조복을 입고 조아리고 있는 모습과도 같다하여 국사봉이라 하며, 해발 464m의 이 산은 두개의 봉우리가 서로 마주하고 있는 장군봉과 산밑에는 장군발터가 있고 신선대 바위가 우뚝 솟아 있다. &amp;lt;br /&amp;gt;이산에 오르면 대우조선과 옥포만 그리고, 고현과 연초가 한눈에 내려다보인다. 계룡산,대금산, 앵산, 옥녀봉이 이 산을 감싸고 있는 듯하고 멀리 한려수도의 물굽이 따라 펼쳐진 산과 바다는 절경이다. &amp;lt;br /&amp;gt;특히 이 산은 임진왜란 때 왜적의 동태를 살피던 망산 역할을 했으며 수월계곡의 맑은 물과 봄에는 철쭉꽃으로 장관을 이루며, 산두룹, 산딸기, 산어름, 표고버섯 등 희귀한 산채가 많다.</mntninfodtlinfocont><mntninfohght>728</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>경상남도 거제 옥포일동</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>국사봉</mntnnm><mntnsbttlinfo> </mntnsbttlinfo><pbtrninfodscrt> </pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
441505001,국사봉매봉,,0,5.569999999999999,0,0,5.569999999999999,[]
437202301,국사봉시루봉,,0,4.57,0,0,4.57,[]
431105301,국수봉,경상남도 울산시 울주군,603,7.33,0,0,7.33,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt> </crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt> </crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson> </hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000423717</mntnattchimageseq><mntnid>20001197</mntnid><mntninfodscrt> </mntninfodscrt><mntninfodtlinfocont>경주 주변에 있는 모든 산들의 산세가 왕도에 대하여 경의를 표하는 자세인데, 유독 국수봉만은 그 자세가 나라에 반역하는 것처럼 등을 돌리고 앉았다 하여, 나라國자와 원수讐자의 이름을 붙여 국수봉으로 불리워 왔다. 또한 구전에 의하면 신라 때에 형을 받은 죄인들은 이곳에 유배시켰다 한다. &amp;lt;br /&amp;gt;지금의 은을암 주지 스님은 讐자를 守자로 바꾸어 재치있게 國守峰으로 표기하고 있다. 스님 말씀에 讐자를 守자로 표기한 것은, 서라벌을 등지고 일본을 향하고 있는 것은 신란 경주에 등 돌렸다기보다는 일본으로부터 나라를 지킨다고 보아야 한다는 것이다.&amp;lt;br /&amp;gt;높거나 험하지 않아 부담없는 산행이나 아침운동을 즐기기에 적당한 산이다.</mntninfodtlinfocont><mntninfohght>603</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>경상남도 울산시 울주군</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>국수봉</mntnnm><mntnsbttlinfo> </mntnsbttlinfo><pbtrninfodscrt> </pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
437302701,국수봉,경상남도 울산시 울주군,603,11.6,0,0,11.6,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt> </crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt> </crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson> </hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000423717</mntnattchimageseq><mntnid>20001197</mntnid><mntninfodscrt> </mntninfodscrt><mntninfodtlinfocont>경주 주변에 있는 모든 산들의 산세가 왕도에 대하여 경의를 표하는 자세인데, 유독 국수봉만은 그 자세가 나라에 반역하는 것처럼 등을 돌리고 앉았다 하여, 나라國자와 원수讐자의 이름을 붙여 국수봉으로 불리워 왔다. 또한 구전에 의하면 신라 때에 형을 받은 죄인들은 이곳에 유배시켰다 한다. &amp;lt;br /&amp;gt;지금의 은을암 주지 스님은 讐자를 守자로 바꾸어 재치있게 國守峰으로 표기하고 있다. 스님 말씀에 讐자를 守자로 표기한 것은, 서라벌을 등지고 일본을 향하고 있는 것은 신란 경주에 등 돌렸다기보다는 일본으로부터 나라를 지킨다고 보아야 한다는 것이다.&amp;lt;br /&amp;gt;높거나 험하지 않아 부담없는 산행이나 아침운동을 즐기기에 적당한 산이다.</mntninfodtlinfocont><mntninfohght>603</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>경상남도 울산시 울주군</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>국수봉</mntnnm><mntnsbttlinfo> </mntnsbttlinfo><pbtrninfodscrt> </pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
441803201,국수봉,경상남도 울산시 울주군,603,2.3499999999999996,0,0,2.3499999999999996,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt> </crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt> </crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson> </hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000423717</mntnattchimageseq><mntnid>20001197</mntnid><mntninfodscrt> </mntninfodscrt><mntninfodtlinfocont>경주 주변에 있는 모든 산들의 산세가 왕도에 대하여 경의를 표하는 자세인데, 유독 국수봉만은 그 자세가 나라에 반역하는 것처럼 등을 돌리고 앉았다 하여, 나라國자와 원수讐자의 이름을 붙여 국수봉으로 불리워 왔다. 또한 구전에 의하면 신라 때에 형을 받은 죄인들은 이곳에 유배시켰다 한다. &amp;lt;br /&amp;gt;지금의 은을암 주지 스님은 讐자를 守자로 바꾸어 재치있게 國守峰으로 표기하고 있다. 스님 말씀에 讐자를 守자로 표기한 것은, 서라벌을 등지고 일본을 향하고 있는 것은 신란 경주에 등 돌렸다기보다는 일본으로부터 나라를 지킨다고 보아야 한다는 것이다.&amp;lt;br /&amp;gt;높거나 험하지 않아 부담없는 산행이나 아침운동을 즐기기에 적당한 산이다.</mntninfodtlinfocont><mntninfohght>603</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>경상남도 울산시 울주군</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>국수봉</mntnnm><mntnsbttlinfo> </mntnsbttlinfo><pbtrninfodscrt> </pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
467100401,국수봉,경상남도 울산시 울주군,603,6.460000000000001,0,0,6.460000000000001,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt> </crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt> </crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson> </hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000423717</mntnattchimageseq><mntnid>20001197</mntnid><mntninfodscrt> </mntninfodscrt><mntninfodtlinfocont>경주 주변에 있는 모든 산들의 산세가 왕도에 대하여 경의를 표하는 자세인데, 유독 국수봉만은 그 자세가 나라에 반역하는 것처럼 등을 돌리고 앉았다 하여, 나라國자와 원수讐자의 이름을 붙여 국수봉으로 불리워 왔다. 또한 구전에 의하면 신라 때에 형을 받은 죄인들은 이곳에 유배시켰다 한다. &amp;lt;br /&amp;gt;지금의 은을암 주지 스님은 讐자를 守자로 바꾸어 재치있게 國守峰으로 표기하고 있다. 스님 말씀에 讐자를 守자로 표기한 것은, 서라벌을 등지고 일본을 향하고 있는 것은 신란 경주에 등 돌렸다기보다는 일본으로부터 나라를 지킨다고 보아야 한다는 것이다.&amp;lt;br /&amp;gt;높거나 험하지 않아 부담없는 산행이나 아침운동을 즐기기에 적당한 산이다.</mntninfodtlinfocont><mntninfohght>603</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>경상남도 울산시 울주군</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>국수봉</mntnnm><mntnsbttlinfo> </mntnsbttlinfo><pbtrninfodscrt> </pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
291701701,군왕봉,,0,9.91,0,0,9.91,[]
413900101,군자봉,경기도 시흥,199,11.680000000000003,0,0,11.680000000000003,<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>&amp;amp;#160;</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;#160;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;#160;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=</mntnattchimageseq><mntnid>20001330</mntnid><mntninfodscrt>&amp;amp;#160;</mntninfodscrt><mntninfodtlinfocont>&amp;amp;#160;</mntninfodtlinfocont><mntninfohght>199</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>경기도 시흥</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>군자봉</mntnnm><mntnsbttlinfo> </mntnsbttlinfo><pbtrninfodscrt>&amp;amp;#160;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>
491103404,궁대,,0,0.29000000000000004,0,0,0.29000000000000004,[]
457702404,귀래정,,0,0.37,0,0,0.37,[]
418204701,귀목봉,"경기도 가평군 북면, 하면",1036,9.780000000000001,0,0,9.780000000000001,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt> </crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;#160;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson> </hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000424218</mntnattchimageseq><mntnid>20000083</mntnid><mntninfodscrt> </mntninfodscrt><mntninfodtlinfocont>물줄기가 모이는 곳을 여울목이라 하듯 계곡길과 능선길이 모이는 곳을 길목이라 하고 길목이 변하여 '귀목'이 되었다는 귀목고개에서 유래한 귀목봉은 명지산(1267)과 청계산(849)사이 삼태기처럼 아늑한 장재울계곡을 안고 오똑 솟아있는 산이다. &amp;lt;br /&amp;gt;&amp;lt;br /&amp;gt;귀목봉은 산의 높이에 비해 전반적으로 경사가 완만하고 험준하지 않아 수월한 등산을 즐길 수 있다. &amp;lt;br /&amp;gt;장쾌한 능선과 더불어 십여개의 폭포가 이어지는 장재울계곡이 명소로 유명하며 주변에는 기이하게 생긴 바위들과 울창한 숲이 잘 어울려 있다. &amp;lt;br /&amp;gt;&amp;lt;br /&amp;gt;정상에서는 남쪽으로 길게 이어지는 청계산의 연릉을 한눈에 볼 수 있다. &amp;lt;br /&amp;gt;부자들이 많이 살아 '장자골'로 불리다 장재울이 되었다는 장재울계곡은 조정천에 막다른 길에 자리해 풍부한 수량과 크고 작은 폭포와 소(沼)가 기암들과 어우러져 선경(仙境)을 이루고 있다.</mntninfodtlinfocont><mntninfohght>1036</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>경기도 가평군 북면, 하면</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>귀목봉</mntnnm><mntnsbttlinfo>계곡과 능선이 하나된 길목</mntnsbttlinfo><pbtrninfodscrt> </pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
491100804,귓물오름,,0,2.32,0,0,2.32,[]
491101903,극락오름,,0,0.17,0,0,0.17,[]
441505101,극정봉,,0,4.569999999999999,0,0,4.569999999999999,[]
427802104,근남면,,0,1.02,0,0,1.02,[]
479302601,금강소나무길,,0,0.0,0,0,0.0,[]
479204504,금강소나무숲길,,0,0.67,0,0,0.67,[]
428204704,금강으로가는하늘숲길,,0,6.28,0,0,6.28,[]
488804401,금귀봉,경상남도 거창군 거창읍,827,39.870000000000005,0,0,39.870000000000005,"<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt> </crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt> </crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson> </hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=FILE_000000000423759</mntnattchimageseq><mntnid>20000086</mntnid><mntninfodscrt> </mntninfodscrt><mntninfodtlinfocont>경남 거창군의 분지 가운데에 우뚝 솟아있는 금귀봉은 산의 모양이 탕건의 모양을 하여 `탕근산'이라고도 불린다. &amp;lt;br /&amp;gt;또 금귀봉 정상에는 아직까지 봉수대의 흔적이 남아있어 주변 마을 사람들은 봉수산이라고도 부른다. &amp;lt;br /&amp;gt;&amp;lt;br /&amp;gt;금귀봉에는 많은 문화유적이 있는데 현재도 샘터와 금귀사 절터 등이 남아있다. 또한 금귀봉의 동남쪽 기슭 석장골에는 지난 71년 발굴된 고려 초기의 문마 벽화고분과 양평리 석조여래입상 등의 문화 유적이 있다.</mntninfodtlinfocont><mntninfohght>827</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>경상남도 거창군 거창읍</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>금귀봉</mntnnm><mntnsbttlinfo>탕근산, 봉수산, 봉우산. 이름도 많아라.</mntnsbttlinfo><pbtrninfodscrt> </pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>"
447600103,금남정맥,,0,93.47,0,0,93.47,[]
457400104,금남호남정맥,,0,6.56,0,0,6.56,[]
441300103,금북정맥,,0,19.54,0,0,19.54,[]
491101804,금오름,,0,1.78,0,0,1.78,[]
477502804,금이광이,,0,6.57,0,0,6.57,[]
457200104,금호남정맥,,0,31.709999999999994,0.05,0,31.759999999999994,[]
441505301,기대봉,,0,2.72,0,0,2.72,[]
451103004,기린공원,,0,19.909999999999997,0.07,0,19.979999999999997,[]
451100801,기린봉,전라북도 전주,271,18.079999999999995,1.1500000000000001,0,19.229999999999993,<item><crcmrsghtngetcimageseq>http://www.forest.go.kr/swf/foreston/mountain/</crcmrsghtngetcimageseq><crcmrsghtnginfodscrt>&amp;amp;nbsp;</crcmrsghtnginfodscrt><crcmrsghtnginfoetcdscrt>&amp;amp;nbsp;</crcmrsghtnginfoetcdscrt><hkngpntdscrt> </hkngpntdscrt><hndfmsmtnmapimageseq>http://www.forest.go.kr/swf/foreston/mountain/</hndfmsmtnmapimageseq><hndfmsmtnslctnrson>&amp;amp;#160;</hndfmsmtnslctnrson><mntnattchimageseq>http://www.forest.go.kr/newkfsweb/cmm/fms/getImage.do?fileSn=1&amp;atchFileId=</mntnattchimageseq><mntnid>20001337</mntnid><mntninfodscrt>&amp;amp;nbsp;</mntninfodscrt><mntninfodtlinfocont>&amp;amp;nbsp;</mntninfodtlinfocont><mntninfohght>271</mntninfohght><mntninfomangrtlno> </mntninfomangrtlno><mntninfomapdnldfilenm>http://www.forest.go.kr/swf/foreston/mountain/</mntninfomapdnldfilenm><mntninfomngmemnbdnm> </mntninfomngmemnbdnm><mntninfopoflc>전라북도 전주</mntninfopoflc><mntninfotrnspinfoimageseq>http://www.forest.go.kr/swf/foreston/mountain/</mntninfotrnspinfoimageseq><mntnnm>기린봉</mntnnm><mntnsbttlinfo> </mntnsbttlinfo><pbtrninfodscrt>&amp;amp;nbsp;</pbtrninfodscrt><ptmntrcmmncoursdscrt> </ptmntrcmmncoursdscrt><rcmmncoursimageseq>http://www.forest.go.kr/swf/foreston/mountain/</rcmmncoursimageseq></item>
